"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-04,2023,12,4,338,5.1,24,-0.2,24,NA,0,NA,0,10,24,2.8,24,6.2,NA,8,"*",3,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.9,68.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-05,2023,12,5,339,5.8,24,2.3,24,NA,0,NA,0,10,24,2.7,24,6.7,NA,12,"*",0,"*",NA,NA,NA,0,1,0,0,0,0,0.7,0.9,78.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-06,2023,12,6,340,7,24,3.8,24,NA,0,NA,0,10,24,2,24,5.7,NA,12,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.8,1,80.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-07,2023,12,7,341,5.7,24,0.3,24,NA,0,NA,0,8.2,24,8.1,24,19,23.7,12,"*",1,"*",NA,NA,NA,0,1,1,0,0,0,0.6,0.9,68.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-08,2023,12,8,342,8.3,24,-0.1,24,NA,0,NA,0,10,24,5.6,24,12.9,20.1,10,"*",5,"*",NA,NA,NA,0,1,0,0,0,0,0.6,1.1,55.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-09,2023,12,9,343,10.3,24,4.8,24,NA,0,NA,0,10,24,4.6,24,8.2,13.9,16,"*",6,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.3,68.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-10,2023,12,10,344,4.1,24,-3.9,24,NA,0,NA,0,10,24,6.5,24,10.8,13.4,8,"*",2,"*",NA,NA,NA,0,1,0,0,0,0,0.5,0.8,56
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-11,2023,12,11,345,1.7,24,-3.9,24,NA,0,NA,0,8,24,4.6,24,9.3,NA,5,"*",-1,"*",NA,NA,NA,0,1,1,0,0,0,0.5,0.7,66.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-12,2023,12,12,346,1.1,24,-0.9,24,NA,0,NA,0,8.4,24,3,24,5.1,NA,2,"*",0,"*",NA,NA,NA,0,1,1,0,0,0,0.6,0.7,86.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-13,2023,12,13,347,1.1,24,-4.8,24,NA,0,NA,0,10,24,8,24,10.3,14.9,2,"*",0,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.7,64.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-14,2023,12,14,348,0.7,24,-5.9,24,NA,0,NA,0,10,24,6.3,24,10.3,13.4,3,"*",-1,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.6,61.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-15,2023,12,15,349,0.3,24,-0.7,24,NA,0,NA,0,3.7,24,1.9,24,4.1,NA,1,"*",0,"*",NA,NA,NA,0,1,1,0,0,0,0.6,0.6,93
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-16,2023,12,16,350,2.9,24,1.5,24,NA,0,NA,0,4.3,24,3.8,24,13.4,20.1,7,"*",-1,"*",NA,NA,NA,1,1,1,0,0,0,0.7,0.8,90.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-17,2023,12,17,351,-3.5,24,-6.1,24,NA,0,NA,0,3.9,24,8.4,24,16,21.1,0,"*",-5,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.5,82.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-18,2023,12,18,352,-3.9,24,-7,24,NA,0,NA,0,6.8,24,6.2,24,12.9,19.6,-3,"*",-5,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.5,79
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-19,2023,12,19,353,-2.3,23,-4.7,23,NA,0,NA,0,7.4,23,2.4,23,6.2,NA,-1,"*",-5,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.5,83.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-20,2023,12,20,354,-3.6,24,-7.3,24,NA,0,NA,0,10,24,3.4,24,7.2,NA,-1,"*",-7,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.5,75.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-21,2023,12,21,355,-3.6,24,-9.1,24,NA,0,NA,0,10,24,3.9,24,8.8,NA,0,"*",-8,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.5,65.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-22,2023,12,22,356,-3.4,24,-7.4,24,NA,0,NA,0,8.2,24,4.2,24,6.2,NA,-1,"*",-6,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.5,73.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-23,2023,12,23,357,-4.2,24,-6.7,24,NA,0,NA,0,6.3,24,4.5,24,8.8,NA,-3,"*",-5,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.4,82.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-24,2023,12,24,358,-1.8,24,-5.1,24,NA,0,NA,0,10,24,1.8,24,4.1,NA,0,"*",-5,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.5,78.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-25,2023,12,25,359,-0.8,24,-4.8,24,NA,0,NA,0,10,24,1.7,24,3.6,NA,4,"*",-6,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.6,74.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-26,2023,12,26,360,1.6,24,-2.6,24,NA,0,NA,0,9,24,6.7,24,17.5,20.6,4,"*",-2,"*",NA,NA,NA,0,1,1,0,0,0,0.5,0.7,73.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-27,2023,12,27,361,-0.9,24,-5.3,24,NA,0,NA,0,8.9,24,4.6,24,11.3,16.5,0,"*",-2,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.6,72.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-28,2023,12,28,362,2,24,-3.4,24,NA,0,NA,0,10,24,2.7,24,4.6,NA,5,"*",-1,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.7,67.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-29,2023,12,29,363,2.7,24,-3.1,24,NA,0,NA,0,10,24,3.7,24,7.7,NA,4,"*",0,"*",NA,NA,NA,0,1,0,0,0,0,0.5,0.7,65.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-30,2023,12,30,364,2.4,24,0.2,24,NA,0,NA,0,10,24,1.8,24,5.1,NA,4,"*",0,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.7,85.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-12-31,2023,12,31,365,2.1,24,-0.7,24,NA,0,NA,0,7.9,24,4.3,24,9.8,16,5,"*",-1,"*",NA,NA,NA,0,1,1,0,0,0,0.6,0.7,81.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-01,2023,1,1,1,6.7,24,-2.4,24,NA,0,NA,0,10,24,2.2,24,5.7,NA,13,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.5,1,52.3
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-02,2023,1,2,2,5.5,24,-5.7,24,NA,0,NA,0,10,24,2.6,24,5.1,NA,11,"*",0,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.9,44.3
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-03,2023,1,3,3,5.1,24,-5.1,24,NA,0,NA,0,10,24,1.9,24,3.6,NA,11,"*",0,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.9,47.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-04,2023,1,4,4,5.3,24,-6.7,24,NA,0,NA,0,10,24,2.8,24,6.2,NA,11,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.9,41.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-05,2023,1,5,5,4.7,24,-9.7,24,NA,0,NA,0,10,24,2.3,24,3.6,NA,10,"*",0,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.9,34.4
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-06,2023,1,6,6,6.3,24,-6.3,24,NA,0,NA,0,10,24,2.6,24,4.6,NA,10,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.4,1,40.1
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-07,2023,1,7,7,5.9,24,-3.6,24,NA,0,NA,0,10,24,2.4,24,5.1,NA,10,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.9,50.5
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-08,2023,1,8,8,7.3,24,-3.3,24,NA,0,NA,0,10,24,2.7,24,5.1,NA,12,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.5,1,46.9
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-09,2023,1,9,9,8.9,24,-0.9,24,NA,0,NA,0,10,24,4,24,8.8,NA,14,"*",5,"*",0,"I",NA,0,0,0,0,0,0,0.6,1.1,50.3
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-10,2023,1,10,10,4.7,24,-9.8,24,NA,0,NA,0,10,24,4.9,24,11.8,18,11,"*",0,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.9,34.1
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-11,2023,1,11,11,5.3,24,-5.5,24,NA,0,NA,0,10,24,1.9,24,4.1,NA,11,"*",0,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.9,45.6
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-12,2023,1,12,12,6.6,24,-5.1,24,NA,0,NA,0,10,24,1.9,24,4.1,NA,13,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.4,1,43
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-13,2023,1,13,13,12.6,24,3.6,24,NA,0,NA,0,10,24,3.9,24,8.8,13.9,14,"*",7,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.5,54.3
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-14,2023,1,14,14,10.8,24,5.8,24,NA,0,NA,0,9.5,24,2.3,24,3.6,NA,14,"*",9,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.3,71.2
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-15,2023,1,15,15,8.9,24,6,24,NA,0,NA,0,8.2,24,4.2,24,5.7,NA,12,"*",7,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.1,82
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-16,2023,1,16,16,5.2,24,-0.6,24,NA,0,NA,0,9,24,4.1,24,6.7,NA,7,"*",2,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.9,66.2
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-17,2023,1,17,17,5.6,24,-2.6,24,NA,0,NA,0,10,24,3.2,24,5.1,NA,8,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.5,0.9,55.6
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-18,2023,1,18,18,7.6,24,-2.6,24,NA,0,NA,0,10,24,3.7,24,7.2,NA,12,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.5,1,48.4
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-19,2023,1,19,19,6.4,24,-1.7,24,NA,0,NA,0,10,24,2.5,24,4.6,NA,8,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.5,1,56.2
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-20,2023,1,20,20,8.1,24,-3.4,24,NA,0,NA,0,10,24,4.3,24,8.8,NA,13,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.5,1.1,44.1
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-21,2023,1,21,21,4.8,23,-10.5,23,NA,0,NA,0,10,23,5.6,23,9.3,14.4,9,"*",2,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.9,32.1
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-22,2023,1,22,22,5.7,24,-5.4,24,NA,0,NA,0,10,24,3.3,24,5.7,NA,9,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.4,0.9,44.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-23,2023,1,23,23,5.2,24,-2.2,24,NA,0,NA,0,10,24,3.8,24,6.2,NA,7,"*",4,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.9,58.8
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-24,2023,1,24,24,3.8,24,-10.7,24,NA,0,NA,0,10,24,5.5,24,14.4,20.6,13,"*",-3,"*",NA,NA,NA,0,1,0,0,0,0,0.3,0.8,33.9
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-25,2023,1,25,25,-0.2,24,-16.5,24,NA,0,NA,0,10,24,2.4,24,4.6,NA,4,"*",-4,"*",0,"I",NA,0,0,0,0,0,0,0.2,0.6,28.1
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-26,2023,1,26,26,4.3,24,-8.2,24,NA,0,NA,0,10,24,2.4,24,4.6,NA,9,"*",0,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.8,39.8
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-27,2023,1,27,27,3.3,24,-5.7,24,NA,0,NA,0,9.8,24,3.8,24,8.8,NA,6,"*",1,"*",NA,NA,NA,0,1,0,0,0,0,0.4,0.8,51.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-28,2023,1,28,28,3.1,24,-9.4,24,NA,0,NA,0,10,24,3.3,24,6.2,NA,8,"*",-1,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.8,39.4
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-29,2023,1,29,29,3.1,24,-6.4,24,NA,0,NA,0,10,24,2.7,24,5.7,NA,8,"*",-1,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.8,49.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-30,2023,1,30,30,5.7,24,-9.4,24,NA,0,NA,0,10,24,6.1,24,12.4,17.5,11,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.9,32.9
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-01-31,2023,1,31,31,4.4,23,-8.2,23,NA,0,NA,0,10,23,2.4,23,7.7,NA,9,"*",-1,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.8,39.5
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-01,2023,2,1,32,8.9,23,-3.8,23,NA,0,NA,0,10,23,5.9,23,10.8,17,13,"*",4,"*",0,"I",NA,0,0,0,0,0,0,0.5,1.1,40.6
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-02,2023,2,2,33,6.1,23,-10.1,23,NA,0,NA,0,10,23,6.1,23,8.8,NA,10,"*",4,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.9,30.2
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-03,2023,2,3,34,5.4,23,-7.7,23,NA,0,NA,0,10,23,3.8,23,6.7,NA,7,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.9,38.3
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-04,2023,2,4,35,7.2,23,-2.9,23,NA,0,NA,0,10,23,3.1,23,6.2,NA,12,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.5,1,48.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-05,2023,2,5,36,6.9,23,-4,23,NA,0,NA,0,10,23,3.3,23,5.1,NA,11,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.5,1,45.8
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-06,2023,2,6,37,9,23,-2.2,23,NA,0,NA,0,10,23,2.9,23,4.6,NA,13,"*",7,"*",0,"I",NA,0,0,0,0,0,0,0.5,1.1,45.4
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-07,2023,2,7,38,11.2,24,2.5,24,NA,0,NA,0,10,24,4.2,24,5.7,NA,14,"*",8,"*",0,"I",NA,0,0,0,0,0,0,0.7,1.3,55
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-08,2023,2,8,39,7.4,24,-1.4,24,NA,0,NA,0,10,24,4.7,24,8.8,NA,11,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.6,1,53.6
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-09,2023,2,9,40,5.1,23,-8.9,23,NA,0,NA,0,9.3,23,6.3,23,9.3,13.9,11,"*",1,"*",NA,NA,NA,0,0,1,0,0,0,0.3,0.9,35.6
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-10,2023,2,10,41,2.9,24,-1.1,24,NA,0,NA,0,6.3,24,5.6,24,8.2,NA,8,"*",0,"*",NA,NA,NA,0,1,1,0,0,0,0.6,0.8,75
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-11,2023,2,11,42,10.1,23,-0.8,23,NA,0,NA,0,10,23,3.9,23,8.2,NA,14,"*",7,"*",0,"I",NA,0,0,0,0,0,0,0.6,1.2,46.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-12,2023,2,12,43,12.2,24,4.3,24,NA,0,NA,0,10,24,4.1,24,7.2,NA,16,"*",8,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.4,58.5
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-13,2023,2,13,44,6.7,24,1.4,24,NA,0,NA,0,9,24,6.4,24,8.8,13.9,9,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.7,1,68.9
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-14,2023,2,14,45,4.7,24,-9.1,24,NA,0,NA,0,10,24,5.9,24,9.8,14.9,8,"*",2,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.9,36.1
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-15,2023,2,15,46,3.2,24,-11.3,24,NA,0,NA,0,10,24,5.8,24,9.8,14.9,8,"*",-1,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.8,33.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-16,2023,2,16,47,4.7,24,-6.7,24,NA,0,NA,0,10,24,3.2,24,5.1,NA,9,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.9,43.4
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-17,2023,2,17,48,5.8,24,-3.3,24,NA,0,NA,0,10,24,2.4,24,5.7,NA,10,"*",2,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.9,52
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-18,2023,2,18,49,11.2,24,1.7,24,NA,0,NA,0,10,24,2.8,24,6.2,NA,16,"*",8,"*",NA,NA,NA,0,1,0,0,0,0,0.7,1.3,52
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-19,2023,2,19,50,13.6,24,4.6,24,NA,0,NA,0,10,24,4.6,24,9.8,20.1,20,"*",6,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.6,54.5
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-20,2023,2,20,51,8.4,24,-6.4,24,NA,0,NA,0,10,24,6.4,24,12.4,18.5,14,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.4,1.1,34.5
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-21,2023,2,21,52,4.5,23,-13.5,23,NA,0,NA,0,10,23,6.8,23,12.4,14.9,9,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.2,0.8,25.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-22,2023,2,22,53,6.7,24,-4.2,24,NA,0,NA,0,10,24,2.9,24,6.7,NA,10,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.4,1,45.7
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-23,2023,2,23,54,10.1,24,-0.7,24,NA,0,NA,0,10,24,3.5,24,8.2,13.4,17,"*",6,"*",0,"I",NA,0,0,0,0,0,0,0.6,1.2,47
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-24,2023,2,24,55,8.9,24,3.7,24,NA,0,NA,0,9.3,24,2.4,24,4.6,NA,12,"*",5,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.1,69.9
"476790-43319","ATSUGI US NAVAL AIR STATION","JA","JAPAN","JP","JPN","",35.455,139.45,62.5,20050101,20240909,2023-02-25,2023,2,25,56,6.1,24,-8.8,24,NA,0,NA,0,10,24,6.3,24,10.3,15.4,11,"*",2,"*",NA,NA,NA,0,1,0,0,0,0,0.3,0.9,33.5
